review_id,role,status,location,date,rating,combined_text,sentences,sentiment,sentence_id
568,Teller,Former Employee,"Muskegon, MI",12/15/2020,3.0,"Pushy sales on products that aren't good for the customer. . Nice talking to and meeting new people. Management only cares about making money. You must be very good and pushy with sales on everyone. Good pay, good vacation. ",Management only cares about making money.,"{'label': 'NEGATIVE', 'score': 0.9964445233345032}",93
568,Teller,Former Employee,"Muskegon, MI",12/15/2020,3.0,"Pushy sales on products that aren't good for the customer. . Nice talking to and meeting new people. Management only cares about making money. You must be very good and pushy with sales on everyone. Good pay, good vacation. ",You must be very good and pushy with sales on everyone.,"{'label': 'POSITIVE', 'score': 0.999710738658905}",94
568,Teller,Former Employee,"Muskegon, MI",12/15/2020,3.0,"Pushy sales on products that aren't good for the customer. . Nice talking to and meeting new people. Management only cares about making money. You must be very good and pushy with sales on everyone. Good pay, good vacation. ","Good pay, good vacation.","{'label': 'POSITIVE', 'score': 0.9998536109924316}",95
569,Branch Banker Associate,Former Employee,"Kalamazoo, MI",12/15/2020,3.0,"It's alright.  this bank is fine. The salary is not where it should be considering how much they make you do and the size of the bank but you do get a minimum of 3 weeks of vacation. Benefits are fine. Moving up is very difficult as HR gate-keeps a lot. Everyone seems to work a lot, managers included (avg 45-50 hrs/wk). this bank talks a big game about being customer-centered but they are not. I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way. Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step. But get your 1-2 years and get out because raises are nonexistent and the workload only increases.",It's alright.  ,"{'label': 'POSITIVE', 'score': 0.9998098015785217}",96
569,Branch Banker Associate,Former Employee,"Kalamazoo, MI",12/15/2020,3.0,"It's alright.  this bank is fine. The salary is not where it should be considering how much they make you do and the size of the bank but you do get a minimum of 3 weeks of vacation. Benefits are fine. Moving up is very difficult as HR gate-keeps a lot. Everyone seems to work a lot, managers included (avg 45-50 hrs/wk). this bank talks a big game about being customer-centered but they are not. I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way. Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step. But get your 1-2 years and get out because raises are nonexistent and the workload only increases.",this bank is fine.,"{'label': 'POSITIVE', 'score': 0.9997091889381409}",97
569,Branch Banker Associate,Former Employee,"Kalamazoo, MI",12/15/2020,3.0,"It's alright.  this bank is fine. The salary is not where it should be considering how much they make you do and the size of the bank but you do get a minimum of 3 weeks of vacation. Benefits are fine. Moving up is very difficult as HR gate-keeps a lot. Everyone seems to work a lot, managers included (avg 45-50 hrs/wk). this bank talks a big game about being customer-centered but they are not. I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way. Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step. But get your 1-2 years and get out because raises are nonexistent and the workload only increases.",The salary is not where The salary should be considering how much this bank make you do and the size of this bank but you do get a minimum of 3 weeks of vacation.,"{'label': 'NEGATIVE', 'score': 0.9240843653678894}",98
569,Branch Banker Associate,Former Employee,"Kalamazoo, MI",12/15/2020,3.0,"It's alright.  this bank is fine. The salary is not where it should be considering how much they make you do and the size of the bank but you do get a minimum of 3 weeks of vacation. Benefits are fine. Moving up is very difficult as HR gate-keeps a lot. Everyone seems to work a lot, managers included (avg 45-50 hrs/wk). this bank talks a big game about being customer-centered but they are not. I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way. Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step. But get your 1-2 years and get out because raises are nonexistent and the workload only increases.",Benefits are fine.,"{'label': 'POSITIVE', 'score': 0.9998728036880493}",99
569,Branch Banker Associate,Former Employee,"Kalamazoo, MI",12/15/2020,3.0,"It's alright.  this bank is fine. The salary is not where it should be considering how much they make you do and the size of the bank but you do get a minimum of 3 weeks of vacation. Benefits are fine. Moving up is very difficult as HR gate-keeps a lot. Everyone seems to work a lot, managers included (avg 45-50 hrs/wk). this bank talks a big game about being customer-centered but they are not. I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way. Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step. But get your 1-2 years and get out because raises are nonexistent and the workload only increases.",Moving up is very difficult as HR gate-keeps a lot.,"{'label': 'NEGATIVE', 'score': 0.9942179918289185}",100
569,Branch Banker Associate,Former Employee,"Kalamazoo, MI",12/15/2020,3.0,"It's alright.  this bank is fine. The salary is not where it should be considering how much they make you do and the size of the bank but you do get a minimum of 3 weeks of vacation. Benefits are fine. Moving up is very difficult as HR gate-keeps a lot. Everyone seems to work a lot, managers included (avg 45-50 hrs/wk). this bank talks a big game about being customer-centered but they are not. I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way. Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step. But get your 1-2 years and get out because raises are nonexistent and the workload only increases.","Everyone seems to work a lot, managers included (avg 45-50 hrs/wk).","{'label': 'POSITIVE', 'score': 0.9874821901321411}",101
569,Branch Banker Associate,Former Employee,"Kalamazoo, MI",12/15/2020,3.0,"It's alright.  this bank is fine. The salary is not where it should be considering how much they make you do and the size of the bank but you do get a minimum of 3 weeks of vacation. Benefits are fine. Moving up is very difficult as HR gate-keeps a lot. Everyone seems to work a lot, managers included (avg 45-50 hrs/wk). this bank talks a big game about being customer-centered but they are not. I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way. Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step. But get your 1-2 years and get out because raises are nonexistent and the workload only increases.",this bank talks a big game about being customer-centered but this bank are not.,"{'label': 'NEGATIVE', 'score': 0.9928480386734009}",102
569,Branch Banker Associate,Former Employee,"Kalamazoo, MI",12/15/2020,3.0,"It's alright.  this bank is fine. The salary is not where it should be considering how much they make you do and the size of the bank but you do get a minimum of 3 weeks of vacation. Benefits are fine. Moving up is very difficult as HR gate-keeps a lot. Everyone seems to work a lot, managers included (avg 45-50 hrs/wk). this bank talks a big game about being customer-centered but they are not. I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way. Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step. But get your 1-2 years and get out because raises are nonexistent and the workload only increases.","I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way.","{'label': 'NEGATIVE', 'score': 0.9988875985145569}",103
569,Branch Banker Associate,Former Employee,"Kalamazoo, MI",12/15/2020,3.0,"It's alright.  this bank is fine. The salary is not where it should be considering how much they make you do and the size of the bank but you do get a minimum of 3 weeks of vacation. Benefits are fine. Moving up is very difficult as HR gate-keeps a lot. Everyone seems to work a lot, managers included (avg 45-50 hrs/wk). this bank talks a big game about being customer-centered but they are not. I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way. Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step. But get your 1-2 years and get out because raises are nonexistent and the workload only increases.",Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step.,"{'label': 'POSITIVE', 'score': 0.989910900592804}",104
569,Branch Banker Associate,Former Employee,"Kalamazoo, MI",12/15/2020,3.0,"It's alright.  this bank is fine. The salary is not where it should be considering how much they make you do and the size of the bank but you do get a minimum of 3 weeks of vacation. Benefits are fine. Moving up is very difficult as HR gate-keeps a lot. Everyone seems to work a lot, managers included (avg 45-50 hrs/wk). this bank talks a big game about being customer-centered but they are not. I worked in the branches and in an operational capacity and I can tell you that this bank makes it hard for customers to anything in a modern, easy way. Now if you're struggling to find a job/need some experience or get your foot in the door of the banking world then it's not a terrible first step. But get your 1-2 years and get out because raises are nonexistent and the workload only increases.",But get your 1-2 years and get out because raises are nonexistent and the workload only increases.,"{'label': 'NEGATIVE', 'score': 0.9991040825843811}",105
570,Financial Consultant,Current Employee,"Washington, DC",12/15/2020,4.0,"Good place to work sometimes.  this bank is a good company to work for most of the time. They are pretty easy going when you hit all of your goals, however when you don't, get ready to hear your manager micro-manage you all day long and repeatedly tell you what to do. They offer little to no salary increases on a yearly basis.",Good place to work sometimes.  ,"{'label': 'POSITIVE', 'score': 0.9998511075973511}",106
570,Financial Consultant,Current Employee,"Washington, DC",12/15/2020,4.0,"Good place to work sometimes.  this bank is a good company to work for most of the time. They are pretty easy going when you hit all of your goals, however when you don't, get ready to hear your manager micro-manage you all day long and repeatedly tell you what to do. They offer little to no salary increases on a yearly basis.",this bank is a good company to work for most of the time.,"{'label': 'POSITIVE', 'score': 0.9998216032981873}",107
570,Financial Consultant,Current Employee,"Washington, DC",12/15/2020,4.0,"Good place to work sometimes.  this bank is a good company to work for most of the time. They are pretty easy going when you hit all of your goals, however when you don't, get ready to hear your manager micro-manage you all day long and repeatedly tell you what to do. They offer little to no salary increases on a yearly basis.","this bank are pretty easy going when you hit all of your goals, however when you don't, get ready to hear your manager micro-manage you all day long and repeatedly tell you what to do.","{'label': 'POSITIVE', 'score': 0.9953858256340027}",108
570,Financial Consultant,Current Employee,"Washington, DC",12/15/2020,4.0,"Good place to work sometimes.  this bank is a good company to work for most of the time. They are pretty easy going when you hit all of your goals, however when you don't, get ready to hear your manager micro-manage you all day long and repeatedly tell you what to do. They offer little to no salary increases on a yearly basis.",this bank offer little to no salary increases on a yearly basis.,"{'label': 'NEGATIVE', 'score': 0.9953172206878662}",109
571,Application Developer,Current Employee,Remote,12/13/2020,3.0,"Great work life balance . The work life balance is great and the benefits are alright. There is not much room for advancement. Being a bank, we don't use the most up-to-date technology.",Great work life balance .,"{'label': 'POSITIVE', 'score': 0.9998787641525269}",110
571,Application Developer,Current Employee,Remote,12/13/2020,3.0,"Great work life balance . The work life balance is great and the benefits are alright. There is not much room for advancement. Being a bank, we don't use the most up-to-date technology.",The work life balance is great and the benefits are alright.,"{'label': 'POSITIVE', 'score': 0.9998735189437866}",111
571,Application Developer,Current Employee,Remote,12/13/2020,3.0,"Great work life balance . The work life balance is great and the benefits are alright. There is not much room for advancement. Being a bank, we don't use the most up-to-date technology.",There is not much room for advancement.,"{'label': 'NEGATIVE', 'score': 0.9995357990264893}",112
571,Application Developer,Current Employee,Remote,12/13/2020,3.0,"Great work life balance . The work life balance is great and the benefits are alright. There is not much room for advancement. Being a bank, we don't use the most up-to-date technology.","Being a bank, we don't use the most up-to-date technology.","{'label': 'NEGATIVE', 'score': 0.9989246726036072}",113
572,Branch banker associate,Current Employee,"Sylvania, OH",12/12/2020,3.0,great place to work but...... Depending on the team or branch your experience can be great. but if your on a team that doesn't work as a team then your screwed. I was fortunate enough to be on a great team that helped me during my time. Making a sale seems to be most important. ,great place to work but......,"{'label': 'POSITIVE', 'score': 0.998924195766449}",114
572,Branch banker associate,Current Employee,"Sylvania, OH",12/12/2020,3.0,great place to work but...... Depending on the team or branch your experience can be great. but if your on a team that doesn't work as a team then your screwed. I was fortunate enough to be on a great team that helped me during my time. Making a sale seems to be most important. ,Depending on the team or branch your experience can be great.,"{'label': 'POSITIVE', 'score': 0.9996826648712158}",115
572,Branch banker associate,Current Employee,"Sylvania, OH",12/12/2020,3.0,great place to work but...... Depending on the team or branch your experience can be great. but if your on a team that doesn't work as a team then your screwed. I was fortunate enough to be on a great team that helped me during my time. Making a sale seems to be most important. ,but if your on a team that doesn't work as a team then your screwed.,"{'label': 'NEGATIVE', 'score': 0.9992515444755554}",116
572,Branch banker associate,Current Employee,"Sylvania, OH",12/12/2020,3.0,great place to work but...... Depending on the team or branch your experience can be great. but if your on a team that doesn't work as a team then your screwed. I was fortunate enough to be on a great team that helped me during my time. Making a sale seems to be most important. ,I was fortunate enough to be on a great team that helped me during my time.,"{'label': 'POSITIVE', 'score': 0.9998527765274048}",117
572,Branch banker associate,Current Employee,"Sylvania, OH",12/12/2020,3.0,great place to work but...... Depending on the team or branch your experience can be great. but if your on a team that doesn't work as a team then your screwed. I was fortunate enough to be on a great team that helped me during my time. Making a sale seems to be most important. ,Making a sale seems to be most important.,"{'label': 'POSITIVE', 'score': 0.9792613983154297}",118
573,Branch Financial Sales Consultant,Former Employee,"Columbus, OH",12/11/2020,3.0,"All about the numbers. . If you're good at scamming people to open accounts they don't need, this is the job for you. They only pay you well if you ensure every single person that walks in the door opens an account. ",All about the numbers.,"{'label': 'NEGATIVE', 'score': 0.8389555811882019}",119
573,Branch Financial Sales Consultant,Former Employee,"Columbus, OH",12/11/2020,3.0,"All about the numbers. . If you're good at scamming people to open accounts they don't need, this is the job for you. They only pay you well if you ensure every single person that walks in the door opens an account. ",.,"{'label': 'POSITIVE', 'score': 0.9668781757354736}",120
573,Branch Financial Sales Consultant,Former Employee,"Columbus, OH",12/11/2020,3.0,"All about the numbers. . If you're good at scamming people to open accounts they don't need, this is the job for you. They only pay you well if you ensure every single person that walks in the door opens an account. ","If you're good at scamming people to open accounts people don't need, this is the job for you.","{'label': 'POSITIVE', 'score': 0.9967315196990967}",121
573,Branch Financial Sales Consultant,Former Employee,"Columbus, OH",12/11/2020,3.0,"All about the numbers. . If you're good at scamming people to open accounts they don't need, this is the job for you. They only pay you well if you ensure every single person that walks in the door opens an account. ",They only pay you well if you ensure every single person that walks in the door opens an account.,"{'label': 'NEGATIVE', 'score': 0.9957914352416992}",122
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ",Horrible- stay away from AML.,"{'label': 'NEGATIVE', 'score': 0.99919193983078}",123
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ",Stay far away from AML here.,"{'label': 'NEGATIVE', 'score': 0.9710729718208313}",124
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ","AML do not pay well, AML bring in new people with higher salaries but make the wrong decision on who to hire.","{'label': 'NEGATIVE', 'score': 0.9992254972457886}",125
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ",Raises are a joke!,"{'label': 'NEGATIVE', 'score': 0.9963663816452026}",126
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ",Even with meeting and exceeding all goals you get 1%!!,"{'label': 'POSITIVE', 'score': 0.9965268969535828}",127
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ","We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'.","{'label': 'NEGATIVE', 'score': 0.9825258255004883}",128
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ","We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to management.","{'label': 'NEGATIVE', 'score': 0.9996390342712402}",129
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ",They hold round tables with high ups where you can't even express things because others tell management and you get in trouble.,"{'label': 'NEGATIVE', 'score': 0.957610547542572}",130
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ",Turnover is insane here for these reasons and more.,"{'label': 'NEGATIVE', 'score': 0.9983108043670654}",131
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ","We have QAs, investigators, managers and analysts quitting daily or weekly.","{'label': 'NEGATIVE', 'score': 0.999306321144104}",132
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ",Stay away!!,"{'label': 'NEGATIVE', 'score': 0.9982220530509949}",133
574,AML Investigator QA,Current Employee,North Carolina,12/11/2020,2.0,"Horrible- stay away from AML. Stay far away from AML here. They do not pay well, they bring in new people with higher salaries but make the wrong decision on who to hire. Raises are a joke! Even with meeting and exceeding all goals you get 1%!! We daily work overtime but are salaried for 40 hours, we work between 55-80 hours a week with no choice, we work on vacations, we work on 'paid holidays'. We always work, we are treated like garbage, they pick apart any mini mistake you make from typos to attachments, you better no reach out to management or you will get talked down to for even speaking to them. They hold round tables with high ups where you can't even express things because others tell management and you get in trouble. Turnover is insane here for these reasons and more. We have QAs, investigators, managers and analysts quitting daily or weekly. Stay away!! Any bank is better! ",Any bank is better!,"{'label': 'NEGATIVE', 'score': 0.6612718105316162}",134
575,Strategic Sourcing Manager,Current Employee,"Pittsburgh, PA",12/10/2020,4.0,"Good Company: Horrible with internal advancement. The company overall is very good. However, even for top performers, the ability to get meaningful pay raises year over year is extremely limited. This promotes a culture of jumping jobs either internally or externally to get ahead. ",Good Company: Horrible with internal advancement.,"{'label': 'POSITIVE', 'score': 0.9856890439987183}",135
575,Strategic Sourcing Manager,Current Employee,"Pittsburgh, PA",12/10/2020,4.0,"Good Company: Horrible with internal advancement. The company overall is very good. However, even for top performers, the ability to get meaningful pay raises year over year is extremely limited. This promotes a culture of jumping jobs either internally or externally to get ahead. ",The company overall is very good.,"{'label': 'POSITIVE', 'score': 0.9998641014099121}",136
575,Strategic Sourcing Manager,Current Employee,"Pittsburgh, PA",12/10/2020,4.0,"Good Company: Horrible with internal advancement. The company overall is very good. However, even for top performers, the ability to get meaningful pay raises year over year is extremely limited. This promotes a culture of jumping jobs either internally or externally to get ahead. ","However, even for top performers, the ability to get meaningful pay raises year over year is extremely limited.","{'label': 'NEGATIVE', 'score': 0.9992121458053589}",137
575,Strategic Sourcing Manager,Current Employee,"Pittsburgh, PA",12/10/2020,4.0,"Good Company: Horrible with internal advancement. The company overall is very good. However, even for top performers, the ability to get meaningful pay raises year over year is extremely limited. This promotes a culture of jumping jobs either internally or externally to get ahead. ",This promotes a culture of jumping jobs either internally or externally to get ahead.,"{'label': 'POSITIVE', 'score': 0.9935083389282227}",138
576,Personal Banker II,Former Employee,"Naples, FL",12/09/2020,1.0,"Worst Working environment for clients and associates . Worst financial Institution to work for. Poor Management guidance, coaching and motivation. Don't care about their clients financial needs and economic success , every client equal a $#+push products + a ridiculous survey. Poor and unprofessional management style. Micromanaging system. Poor internal branch support for associates. If you want to have a miserable work life come to work here. ",Worst Working environment for clients and associates .,"{'label': 'NEGATIVE', 'score': 0.9998047947883606}",139
576,Personal Banker II,Former Employee,"Naples, FL",12/09/2020,1.0,"Worst Working environment for clients and associates . Worst financial Institution to work for. Poor Management guidance, coaching and motivation. Don't care about their clients financial needs and economic success , every client equal a $#+push products + a ridiculous survey. Poor and unprofessional management style. Micromanaging system. Poor internal branch support for associates. If you want to have a miserable work life come to work here. ",Worst financial Institution to work for.,"{'label': 'NEGATIVE', 'score': 0.9997889399528503}",140
576,Personal Banker II,Former Employee,"Naples, FL",12/09/2020,1.0,"Worst Working environment for clients and associates . Worst financial Institution to work for. Poor Management guidance, coaching and motivation. Don't care about their clients financial needs and economic success , every client equal a $#+push products + a ridiculous survey. Poor and unprofessional management style. Micromanaging system. Poor internal branch support for associates. If you want to have a miserable work life come to work here. ","Poor Management guidance, coaching and motivation.","{'label': 'NEGATIVE', 'score': 0.9998108744621277}",141
576,Personal Banker II,Former Employee,"Naples, FL",12/09/2020,1.0,"Worst Working environment for clients and associates . Worst financial Institution to work for. Poor Management guidance, coaching and motivation. Don't care about their clients financial needs and economic success , every client equal a $#+push products + a ridiculous survey. Poor and unprofessional management style. Micromanaging system. Poor internal branch support for associates. If you want to have a miserable work life come to work here. ","Don't care about their clients financial needs and economic success , every client equal a $#+push products + a ridiculous survey.","{'label': 'NEGATIVE', 'score': 0.9995996356010437}",142
576,Personal Banker II,Former Employee,"Naples, FL",12/09/2020,1.0,"Worst Working environment for clients and associates . Worst financial Institution to work for. Poor Management guidance, coaching and motivation. Don't care about their clients financial needs and economic success , every client equal a $#+push products + a ridiculous survey. Poor and unprofessional management style. Micromanaging system. Poor internal branch support for associates. If you want to have a miserable work life come to work here. ",Poor and unprofessional management style.,"{'label': 'NEGATIVE', 'score': 0.9997739195823669}",143
576,Personal Banker II,Former Employee,"Naples, FL",12/09/2020,1.0,"Worst Working environment for clients and associates . Worst financial Institution to work for. Poor Management guidance, coaching and motivation. Don't care about their clients financial needs and economic success , every client equal a $#+push products + a ridiculous survey. Poor and unprofessional management style. Micromanaging system. Poor internal branch support for associates. If you want to have a miserable work life come to work here. ",Micromanaging system.,"{'label': 'NEGATIVE', 'score': 0.9987984895706177}",144
576,Personal Banker II,Former Employee,"Naples, FL",12/09/2020,1.0,"Worst Working environment for clients and associates . Worst financial Institution to work for. Poor Management guidance, coaching and motivation. Don't care about their clients financial needs and economic success , every client equal a $#+push products + a ridiculous survey. Poor and unprofessional management style. Micromanaging system. Poor internal branch support for associates. If you want to have a miserable work life come to work here. ",Poor internal branch support for associates.,"{'label': 'NEGATIVE', 'score': 0.9997988343238831}",145
576,Personal Banker II,Former Employee,"Naples, FL",12/09/2020,1.0,"Worst Working environment for clients and associates . Worst financial Institution to work for. Poor Management guidance, coaching and motivation. Don't care about their clients financial needs and economic success , every client equal a $#+push products + a ridiculous survey. Poor and unprofessional management style. Micromanaging system. Poor internal branch support for associates. If you want to have a miserable work life come to work here. ",If you want to have a miserable work life come to work here.,"{'label': 'NEGATIVE', 'score': 0.999480664730072}",146
577,Branch Banker,Former Employee,"Chicago, IL",12/09/2020,3.0,Not much to say. This company is alright. It all depends on your manager and your location. Sometimes you meet great people. Sometimes you meet not so great people....,Not much to say.,"{'label': 'NEGATIVE', 'score': 0.9997832179069519}",147
577,Branch Banker,Former Employee,"Chicago, IL",12/09/2020,3.0,Not much to say. This company is alright. It all depends on your manager and your location. Sometimes you meet great people. Sometimes you meet not so great people....,This company is alright.,"{'label': 'POSITIVE', 'score': 0.9997431635856628}",148
